,Utility ID,Utility Name,Plant Code,Plant Name,State,Generator ID,Technology,Ownership,Nameplate Capacity (MW),Plant Balance,Retirement Year,Total Cost of Electricity Excluding ADIT ($/MWh),Current Designation,Predicted Retirement Year,Profits,CF Offset,Owner #1,% Owned #1,Owner #2,% Owned #2,Owner #3,% Owned #3,Owner #4,% Owned #4,Owner #5,% Owned #5
9245,60660,Catalyst Paper - Biron Mill,10234.0,Biron Mill,WI,GEN5,Conventional Steam Coal,S,21.5,,,,,,,,,,,,,,,,,
9343,49889,Mount Carmel Cogen Inc,10343.0,Foster Wheeler Mt Carmel Cogen,PA,TG1,Conventional Steam Coal,S,47.3,,,,2025 Vulnerable,2029.0,,,,,,,,,,,,
9357,6589,Georgia-Pacific Consumer Operations LLC,10362.0,Muskogee Mill,OK,GEN1,Conventional Steam Coal,S,25.0,,,,,,,,,,,,,,,,,
9358,6589,Georgia-Pacific Consumer Operations LLC,10362.0,Muskogee Mill,OK,GEN2,Conventional Steam Coal,S,44.5,,,,,,,,,,,,,,,,,
9359,6589,Georgia-Pacific Consumer Operations LLC,10362.0,Muskogee Mill,OK,GEN3,Conventional Steam Coal,S,44.5,,,,,,,,,,,,,,,,,
9360,61138,City Point Energy Center,10377.0,James River Genco LLC,VA,GEN1,Conventional Steam Coal,S,57.4,,,,Announced,,,,,,,,,,,,,
9361,61138,City Point Energy Center,10377.0,James River Genco LLC,VA,GEN2,Conventional Steam Coal,S,57.4,,,,Announced,,,,,,,,,,,,,
9362,58209,CPI USA NC Southport LLC,10378.0,CPI USA NC Southport,NC,GEN1,Wood/Wood Waste Biomass,S,67.5,,,,Other Remaining,,,,,,,,,,,,,
9363,58209,CPI USA NC Southport LLC,10378.0,CPI USA NC Southport,NC,GEN2,Wood/Wood Waste Biomass,S,67.5,,,,Other Remaining,,,,,,,,,,,,,
9364,58210,CPI USA NC Roxboro LLC,10379.0,CPI USA NC Roxboro,NC,GEN1,Wood/Wood Waste Biomass,S,67.5,,,,Other Remaining,,,,,,,,,,,,,
9365,59621,North Carolina Renewable Power,10380.0,Elizabethtown Power LLC,NC,GEN1,Conventional Steam Coal,S,34.7,,,,,,,,,,,,,,,,,
9367,55739,Edgecombe Operating Services LLC,10384.0,Edgecombe Genco LLC,NC,GEN1,Conventional Steam Coal,W,57.4,,,,Announced,,,,Energy Investment Fund,1.0,,,,,,,,
9368,55739,Edgecombe Operating Services LLC,10384.0,Edgecombe Genco LLC,NC,GEN2,Conventional Steam Coal,W,57.4,,,,Announced,,,,Energy Investment Fund,1.0,,,,,,,,
9490,450,The Amalgamated Sugar Co,10504.0,Amalgamated Sugar Twin Falls,ID,1500,Conventional Steam Coal,S,1.5,,,,,,,,,,,,,,,,,
9491,450,The Amalgamated Sugar Co,10504.0,Amalgamated Sugar Twin Falls,ID,2500,Conventional Steam Coal,S,2.5,,,,,,,,,,,,,,,,,
9492,450,The Amalgamated Sugar Co,10504.0,Amalgamated Sugar Twin Falls,ID,4000,Conventional Steam Coal,S,6.2,,,,,,,,,,,,,,,,,
9573,14932,US Operating Services Company,10566.0,Chambers Cogeneration LP,NJ,GEN1,Conventional Steam Coal,W,285.0,,,,2020 Vulnerable,2025.0,,,Chambers Cogeneration LP,1.0,,,,,,,,
9583,5670,Ebensburg Power Co,10603.0,Ebensburg Power,PA,GEN1,Conventional Steam Coal,J,57.6,,,,Other Remaining,,,,"Ebensburg Generation, LLC",0.995,,,,,,,,
9632,2884,Cambria CoGen Co,10641.0,Cambria Cogen,PA,GEN1,Conventional Steam Coal,W,98.0,,,,,,,,Northern Star Generation Services Co LLC,1.0,,,,,,,,
9648,21,AES Shady Point LLC,10671.0,AES Shady Point LLC,OK,GEN1,Conventional Steam Coal,S,175.0,,,,Other Remaining,,,,,,,,,,,,,
9649,21,AES Shady Point LLC,10671.0,AES Shady Point LLC,OK,GEN2,Conventional Steam Coal,S,175.0,,,,Other Remaining,,,,,,,,,,,,,
9650,177,AES Hawaii Inc,10673.0,AES Hawaii,HI,GEN1,Conventional Steam Coal,S,203.0,,,,2020 Vulnerable,2022.0,,,,,,,,,,,,
9653,35,AES WR Ltd Partnership,10678.0,AES Warrior Run Cogeneration Facility,MD,GEN1,Conventional Steam Coal,S,229.0,,,,2020 Vulnerable,2030.0,,,,,,,,,,,,
9662,49968,Searles Valley Minerals Operations Inc.,10684.0,Argus Cogen Plant,CA,TG5,Conventional Steam Coal,W,7.5,,,,,,,,Karnavati Holdings Inc,1.0,,,,,,,,
9663,49968,Searles Valley Minerals Operations Inc.,10684.0,Argus Cogen Plant,CA,TG8,Conventional Steam Coal,W,27.5,,,,,,,,Karnavati Holdings Inc,1.0,,,,,,,,
9664,49968,Searles Valley Minerals Operations Inc.,10684.0,Argus Cogen Plant,CA,TG9,Conventional Steam Coal,W,27.5,,,,,,,,Karnavati Holdings Inc,1.0,,,,,,,,
9666,12647,"ALLETE, Inc.",10686.0,Rapids Energy Center,MN,6,Wood/Wood Waste Biomass,S,12.5,,,,2020 Vulnerable,2022.0,,,,,,,,,,,,
9667,12647,"ALLETE, Inc.",10686.0,Rapids Energy Center,MN,7,Wood/Wood Waste Biomass,S,14.0,,,,2020 Vulnerable,2022.0,,,,,,,,,,,,
9716,12949,Morgantown Energy Associates,10743.0,Morgantown Energy Facility,WV,GEN1,Conventional Steam Coal,S,68.9,,,,Other Remaining,,,,,,,,,,,,,
9770,4217,Colstrip Energy LP,10784.0,Colstrip Energy LP,MT,GEN1,Conventional Steam Coal,S,46.1,,,,2020 Vulnerable,2025.0,,,,,,,,,,,,
9828,3807,Cleveland Cliffs Inc,10849.0,Silver Bay Power,MN,GEN1,Conventional Steam Coal,S,50.0,,,,,,,,,,,,,,,,,
9829,3807,Cleveland Cliffs Inc,10849.0,Silver Bay Power,MN,GEN2,Conventional Steam Coal,S,81.6,,,,,,,,,,,,,,,,,
9835,772,Archer Daniels Midland Co,10860.0,Archer Daniels Midland Clinton,IA,1A,Conventional Steam Coal,S,75.0,,,,,,,,,,,,,,,,,
9836,772,Archer Daniels Midland Co,10860.0,Archer Daniels Midland Clinton,IA,2A,Conventional Steam Coal,S,105.0,,,,,,,,,,,,,,,,,
9837,772,Archer Daniels Midland Co,10861.0,Archer Daniels Midland Des Moines,IA,GEN1,Conventional Steam Coal,S,7.9,,,,,,,,,,,,,,,,,
9838,772,Archer Daniels Midland Co,10862.0,Archer Daniels Midland Lincoln,NE,GEN1,Conventional Steam Coal,S,7.9,,,,,,,,,,,,,,,,,
9839,772,Archer Daniels Midland Co,10863.0,Archer Daniels Midland Mankato,MN,GEN1,Conventional Steam Coal,S,6.1,,,,,,,,,,,,,,,,,
9840,772,Archer Daniels Midland Co,10864.0,Archer Daniels Midland Cedar Rapids,IA,GEN1,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9841,772,Archer Daniels Midland Co,10864.0,Archer Daniels Midland Cedar Rapids,IA,GEN2,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9842,772,Archer Daniels Midland Co,10864.0,Archer Daniels Midland Cedar Rapids,IA,GEN3,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9843,772,Archer Daniels Midland Co,10864.0,Archer Daniels Midland Cedar Rapids,IA,GEN4,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9844,772,Archer Daniels Midland Co,10864.0,Archer Daniels Midland Cedar Rapids,IA,GEN5,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9845,772,Archer Daniels Midland Co,10864.0,Archer Daniels Midland Cedar Rapids,IA,GEN6,Conventional Steam Coal,S,101.1,,,,,,,,,,,,,,,,,
9847,772,Archer Daniels Midland Co,10865.0,Archer Daniels Midland Decatur,IL,GEN2,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9848,772,Archer Daniels Midland Co,10865.0,Archer Daniels Midland Decatur,IL,GEN3,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9849,772,Archer Daniels Midland Co,10865.0,Archer Daniels Midland Decatur,IL,GEN4,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9850,772,Archer Daniels Midland Co,10865.0,Archer Daniels Midland Decatur,IL,GEN5,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9851,772,Archer Daniels Midland Co,10865.0,Archer Daniels Midland Decatur,IL,GEN6,Conventional Steam Coal,S,31.0,,,,,,,,,,,,,,,,,
9852,772,Archer Daniels Midland Co,10865.0,Archer Daniels Midland Decatur,IL,GEN7,Conventional Steam Coal,S,75.0,,,,,,,,,,,,,,,,,
9853,772,Archer Daniels Midland Co,10865.0,Archer Daniels Midland Decatur,IL,GEN8,Conventional Steam Coal,S,105.0,,,,,,,,,,,,,,,,,
9856,7,Tate & Lyle Ingredients Americas Inc,10867.0,Tate & Lyle Decatur Plant Cogen,IL,GEN1,Conventional Steam Coal,S,64.8,,,,,,,,,,,,,,,,,
9935,13833,Northeastern Power Co,50039.0,Kline Township Cogen Facility,PA,GEN1,Conventional Steam Coal,W,59.0,,,,,,,,Dynegy Power Corporation,1.0,,,,,,,,
9995,21223,University of Northern Iowa,50088.0,University of Northern Iowa,IA,GEN1,Conventional Steam Coal,S,7.5,,,,Other Remaining,,,,,,,,,,,,,
10161,15526,Purdue University,50240.0,Purdue University,IN,GEN1,Natural Gas Steam Turbine,S,30.8,,,,2025 Vulnerable,,,,,,,,,,,,,
10162,15526,Purdue University,50240.0,Purdue University,IN,GEN2,Natural Gas Steam Turbine,S,10.6,,,,2025 Vulnerable,,,,,,,,,,,,,
10169,23815,Blue Ridge Paper Products Inc,50244.0,Canton North Carolina,NC,GEN8,Conventional Steam Coal,S,7.5,,,,,,,,,,,,,,,,,
10170,23815,Blue Ridge Paper Products Inc,50244.0,Canton North Carolina,NC,GEN9,Conventional Steam Coal,S,7.5,,,,,,,,,,,,,,,,,
10171,23815,Blue Ridge Paper Products Inc,50244.0,Canton North Carolina,NC,GN10,Conventional Steam Coal,S,7.5,,,,,,,,,,,,,,,,,
10172,23815,Blue Ridge Paper Products Inc,50244.0,Canton North Carolina,NC,GN11,Conventional Steam Coal,S,7.5,,,,,,,,,,,,,,,,,
10173,23815,Blue Ridge Paper Products Inc,50244.0,Canton North Carolina,NC,GN12,Conventional Steam Coal,S,10.0,,,,,,,,,,,,,,,,,
10174,23815,Blue Ridge Paper Products Inc,50244.0,Canton North Carolina,NC,GN13,Conventional Steam Coal,S,12.5,,,,,,,,,,,,,,,,,
10213,50097,Verso Luke LLC,50282.0,Luke Mill,MD,GEN1,Conventional Steam Coal,S,35.0,,,,,,,,,,,,,,,,,
10214,50097,Verso Luke LLC,50282.0,Luke Mill,MD,GEN2,Conventional Steam Coal,S,30.0,,,,,,,,,,,,,,,,,
10246,56389,Doyon Utilities - Ft. Wainwright,50308.0,Utility Plants Section,AK,GEN1,Conventional Steam Coal,S,5.0,,,,Other Remaining,,,,,,,,,,,,,
10247,56389,Doyon Utilities - Ft. Wainwright,50308.0,Utility Plants Section,AK,GEN3,Conventional Steam Coal,S,5.0,,,,Other Remaining,,,,,,,,,,,,,
10248,56389,Doyon Utilities - Ft. Wainwright,50308.0,Utility Plants Section,AK,GEN4,Conventional Steam Coal,S,5.0,,,,Other Remaining,,,,,,,,,,,,,
10249,56389,Doyon Utilities - Ft. Wainwright,50308.0,Utility Plants Section,AK,GEN5,Conventional Steam Coal,S,5.0,,,,Other Remaining,,,,,,,,,,,,,
10312,19564,University of Notre Dame,50366.0,University of Notre Dame,IN,GEN1,Natural Gas Steam Turbine,S,3.0,,,,Announced,,,,,,,,,,,,,
10313,19564,University of Notre Dame,50366.0,University of Notre Dame,IN,GEN2,Natural Gas Steam Turbine,S,1.7,,,,Announced,,,,,,,,,,,,,
10316,19564,University of Notre Dame,50366.0,University of Notre Dame,IN,GEN5,Conventional Steam Coal,S,2.0,,,,Announced,,,,,,,,,,,,,
10317,19564,University of Notre Dame,50366.0,University of Notre Dame,IN,GEN6,Conventional Steam Coal,S,5.0,,,,Announced,,,,,,,,,,,,,
10318,19564,University of Notre Dame,50366.0,University of Notre Dame,IN,GEN7,Conventional Steam Coal,S,9.4,,,,Announced,,,,,,,,,,,,,
10352,22199,U S Air Force-Eielson AFB,50392.0,Eielson AFB Central Heat & Power Plant,AK,TG1,Conventional Steam Coal,S,2.5,,,,Other Remaining,,,,,,,,,,,,,
10353,22199,U S Air Force-Eielson AFB,50392.0,Eielson AFB Central Heat & Power Plant,AK,TG2,Conventional Steam Coal,S,2.5,,,,Other Remaining,,,,,,,,,,,,,
10354,22199,U S Air Force-Eielson AFB,50392.0,Eielson AFB Central Heat & Power Plant,AK,TG3,Conventional Steam Coal,S,5.0,,,,Other Remaining,,,,,,,,,,,,,
10355,22199,U S Air Force-Eielson AFB,50392.0,Eielson AFB Central Heat & Power Plant,AK,TG4,Conventional Steam Coal,S,5.0,,,,Other Remaining,,,,,,,,,,,,,
10356,22199,U S Air Force-Eielson AFB,50392.0,Eielson AFB Central Heat & Power Plant,AK,TG5,Conventional Steam Coal,S,10.0,,,,Other Remaining,,,,,,,,,,,,,
10377,14310,P H Glatfelter Co,50397.0,P H Glatfelter,PA,GEN3,Conventional Steam Coal,S,5.1,,,,,,,,,,,,,,,,,
10379,14310,P H Glatfelter Co,50397.0,P H Glatfelter,PA,GEN5,Conventional Steam Coal,S,45.9,,,,,,,,,,,,,,,,,
10489,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG10,Conventional Steam Coal,S,6.0,,,,,,,,,,,,,,,,,
10490,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG11,Conventional Steam Coal,S,6.0,,,,,,,,,,,,,,,,,
10491,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG12,Conventional Steam Coal,S,6.0,,,,,,,,,,,,,,,,,
10492,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG13,Conventional Steam Coal,S,7.0,,,,,,,,,,,,,,,,,
10493,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG14,Conventional Steam Coal,S,10.0,,,,,,,,,,,,,,,,,
10494,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG15,Conventional Steam Coal,S,7.5,,,,,,,,,,,,,,,,,
10496,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG17,Conventional Steam Coal,S,10.4,,,,,,,,,,,,,,,,,
10499,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG20,Conventional Steam Coal,S,10.4,,,,,,,,,,,,,,,,,
10501,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG22,Conventional Steam Coal,S,15.4,,,,,,,,,,,,,,,,,
10503,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG25,Conventional Steam Coal,S,18.0,,,,,,,,,,,,,,,,,
10504,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TG26,Conventional Steam Coal,S,16.6,,,,,,,,,,,,,,,,,
10505,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TGO7,Conventional Steam Coal,S,6.0,,,,,,,,,,,,,,,,,
10506,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TGO8,Conventional Steam Coal,S,6.0,,,,,,,,,,,,,,,,,
10507,5610,Eastman Chemical Co-TN Ops,50481.0,Tennessee Eastman Operations,TN,TGO9,Conventional Steam Coal,S,6.0,,,,,,,,,,,,,,,,,
10638,58224,Westwood Generation LLC,50611.0,Westwood Generation LLC,PA,GEN1,Conventional Steam Coal,S,36.0,,,,Other Remaining,,,,,,,,,,,,,
10743,19511,University of Alaska,50711.0,University of Alaska Fairbanks,AK,GEN1,Conventional Steam Coal,S,1.5,,,,,,,,,,,,,,,,,
10744,19511,University of Alaska,50711.0,University of Alaska Fairbanks,AK,GEN2,Conventional Steam Coal,S,1.5,,,,,,,,,,,,,,,,,
10745,19511,University of Alaska,50711.0,University of Alaska Fairbanks,AK,GEN3,Conventional Steam Coal,S,10.0,,,,Other Remaining,,,,,,,,,,,,,
10816,14432,"Panther Creek Power Operating, LLC",50776.0,Panther Creek Energy Facility,PA,GEN1,Conventional Steam Coal,S,94.0,,,,Other Remaining,,,,,,,,,,,,,
10852,18414,TES Filer City Station LP,50835.0,TES Filer City Station,MI,GEN1,Conventional Steam Coal,J,70.0,,,,2020 Vulnerable,2019.0,,,CMS Generation Filer City Inc,0.5,Western Michigan Cogeneration LP,0.44,,,,,,
10879,20541,Wheelabrator Environmental Systems,50879.0,Wheelabrator Frackville Energy,PA,GEN1,Conventional Steam Coal,S,48.0,,,,Other Remaining,,,,,,,,,,,,,
10891,23013,"EIF Northampton GP, LLC",50888.0,Northampton Generating Company LP,PA,GEN1,Conventional Steam Coal,S,134.1,,,,Other Remaining,,,,,,,,,,,,,
10915,20508,WestRock Corp,50900.0,Covington Facility,VA,GEN3,Conventional Steam Coal,S,10.5,,,,,,,,,,,,,,,,,
10917,20508,WestRock Corp,50900.0,Covington Facility,VA,GEN5,Conventional Steam Coal,S,34.0,,,,,,,,,,,,,,,,,
10936,49801,Expera Specialty Solutions,50933.0,Rhinelander Mill,WI,GEN6,Conventional Steam Coal,S,9.3,,,,,,,,,,,,,,,,,
10964,21734,Sunnyside Cogeneration Assoc,50951.0,Sunnyside Cogen Associates,UT,GEN1,Conventional Steam Coal,J,58.1,,,,Other Remaining,,,,"Colmac Utah, Inc.",0.5,"Sunnyside Holdings I, Inc.",0.5,,,,,,
10983,34359,Curators of the University of Missouri,50969.0,MU Combined Heat and Power Plant,MO,GEN1,Conventional Steam Coal,S,6.2,,,,Other Remaining,,,,,,,,,,,,,
10984,34359,Curators of the University of Missouri,50969.0,MU Combined Heat and Power Plant,MO,GEN2,Conventional Steam Coal,S,12.5,,,,Other Remaining,,,,,,,,,,,,,
10985,34359,Curators of the University of Missouri,50969.0,MU Combined Heat and Power Plant,MO,GEN3,Conventional Steam Coal,S,19.8,,,,Other Remaining,,,,,,,,,,,,,
10986,34359,Curators of the University of Missouri,50969.0,MU Combined Heat and Power Plant,MO,GEN4,Conventional Steam Coal,S,14.5,,,,Other Remaining,,,,,,,,,,,,,
11002,16814,Scrubgrass Generating Company LP,50974.0,Scrubgrass Generating Plant,PA,GEN1,Conventional Steam Coal,J,94.7,,,,2025 Vulnerable,2029.0,,,Scrubgrass Generating Company LP,0.7,Olympus Power,0.3,,,,,,
11003,14932,US Operating Services Company,50976.0,Indiantown Cogeneration LP,FL,GEN1,Conventional Steam Coal,W,395.4,,,,,,,,Indiantown Cogeneration LP,1.0,,,,,,,,
11039,19876,Virginia Electric & Power Co,52007.0,Mecklenburg Power Station,VA,GEN1,Conventional Steam Coal,S,69.9,1.86265e-09,2020.0,114.4685913,,,,,,,,,,,,,,
11040,19876,Virginia Electric & Power Co,52007.0,Mecklenburg Power Station,VA,GEN2,Conventional Steam Coal,S,69.9,1.86265e-09,2020.0,119.50763459999999,,,,,,,,,,,,,,
11116,55983,Luminant Generation Company LLC,52071.0,Sandow No 5,TX,5,Conventional Steam Coal,S,661.5,,,,,,,,,,,,,,,,,
11321,55740,Spruance Genco LLC,54081.0,Spruance Genco LLC,VA,GEN1,Conventional Steam Coal,S,57.4,,,,,,,,,,,,,,,,,
11322,55740,Spruance Genco LLC,54081.0,Spruance Genco LLC,VA,GEN2,Conventional Steam Coal,S,57.4,,,,,,,,,,,,,,,,,
11323,55740,Spruance Genco LLC,54081.0,Spruance Genco LLC,VA,GEN3,Conventional Steam Coal,S,57.4,,,,,,,,,,,,,,,,,
11324,55740,Spruance Genco LLC,54081.0,Spruance Genco LLC,VA,GEN4,Conventional Steam Coal,S,57.4,,,,,,,,,,,,,,,,,
11344,54738,Thilmany LLC,54098.0,Kaukauna Paper Mill,WI,GEN4,Conventional Steam Coal,S,12.0,,,,,,,,,,,,,,,,,
11424,9434,Iowa State University,54201.0,Iowa State University,IA,GEN3,Conventional Steam Coal,S,13.2,,,,2025 Vulnerable,2030.0,,,,,,,,,,,,
11425,9434,Iowa State University,54201.0,Iowa State University,IA,GEN4,Conventional Steam Coal,S,6.2,,,,2025 Vulnerable,2030.0,,,,,,,,,,,,
11426,9434,Iowa State University,54201.0,Iowa State University,IA,GEN5,Conventional Steam Coal,S,11.5,,,,2025 Vulnerable,2030.0,,,,,,,,,,,,
11427,9434,Iowa State University,54201.0,Iowa State University,IA,GEN6,Conventional Steam Coal,S,15.1,,,,2025 Vulnerable,2030.0,,,,,,,,,,,,
11435,491,American Crystal Sugar Co,54210.0,American Crystal Sugar Hillsboro,ND,G1,Conventional Steam Coal,S,13.3,,,,,,,,,,,,,,,,,
11436,491,American Crystal Sugar Co,54211.0,American Crystal Sugar Moorhead,MN,G1,Conventional Steam Coal,S,3.0,,,,,,,,,,,,,,,,,
11437,491,American Crystal Sugar Co,54211.0,American Crystal Sugar Moorhead,MN,G2,Conventional Steam Coal,S,2.0,,,,,,,,,,,,,,,,,
11438,491,American Crystal Sugar Co,54212.0,American Crystal Sugar Crookston,MN,G1,Conventional Steam Coal,S,3.5,,,,,,,,,,,,,,,,,
11439,491,American Crystal Sugar Co,54212.0,American Crystal Sugar Crookston,MN,G2,Conventional Steam Coal,S,3.0,,,,,,,,,,,,,,,,,
11440,491,American Crystal Sugar Co,54213.0,American Crystal Sugar Drayton,ND,G1,Conventional Steam Coal,S,6.0,,,,,,,,,,,,,,,,,
11441,491,American Crystal Sugar Co,54214.0,American Crystal Sugar East Grand Forks,MN,G1,Conventional Steam Coal,S,2.5,,,,,,,,,,,,,,,,,
11442,491,American Crystal Sugar Co,54214.0,American Crystal Sugar East Grand Forks,MN,G2,Conventional Steam Coal,S,5.0,,,,,,,,,,,,,,,,,
11503,19541,University of North Carolina,54276.0,Univ of NC Chapel Hill Cogen Facility,NC,TG3,Conventional Steam Coal,S,28.0,,,,2025 Vulnerable,2030.0,,,,,,,,,,,,
11524,1735,Birchwood Power Partners LP,54304.0,Birchwood Power,VA,1,Conventional Steam Coal,J,258.3,,,,2025 Vulnerable,2029.0,,,TIFD III-T LLC,0.475,J-POWER Birchwood LP,0.48,,,,,,
11534,7067,Tata Chemicals Partners,54318.0,General Chemical,WY,TG1,Conventional Steam Coal,S,15.0,,,,,,,,,,,,,,,,,
11535,7067,Tata Chemicals Partners,54318.0,General Chemical,WY,TG2,Conventional Steam Coal,S,15.0,,,,,,,,,,,,,,,,,
11746,17604,Southern Minnesota Beet Sugar,54533.0,Southern Minnesota Beet Sugar,MN,0001,Conventional Steam Coal,S,7.5,,,,,,,,,,,,,,,,,
11801,4222,Ingredion Inc - Illinois,54556.0,Ingredion Incorporated,IL,TGO1,Conventional Steam Coal,S,22.5,,,,,,,,,,,,,,,,,
11802,4222,Ingredion Inc - Illinois,54556.0,Ingredion Incorporated,IL,TGO2,Conventional Steam Coal,S,22.5,,,,,,,,,,,,,,,,,
11883,16793,Schuylkill Energy Resource Inc,54634.0,St Nicholas Cogen Project,PA,SNCP,Conventional Steam Coal,S,99.2,,,,Other Remaining,,,,,,,,,,,,,
12154,19539,University of Iowa,54775.0,University of Iowa Main Power Plant,IA,GEN1,Conventional Steam Coal,S,3.0,,,,,,,,,,,,,,,,,
12156,19539,University of Iowa,54775.0,University of Iowa Main Power Plant,IA,GEN2,Conventional Steam Coal,S,3.0,,,,,,,,,,,,,,,,,
12157,19539,University of Iowa,54775.0,University of Iowa Main Power Plant,IA,GEN6,Conventional Steam Coal,S,15.0,,,,,,,,,,,,,,,,,
12162,19528,University of Illinois,54780.0,University of Illinois Abbott Power Plt,IL,T10,Natural Gas Steam Turbine,S,12.5,,,,Other Remaining,,,,,,,,,,,,,
12163,19528,University of Illinois,54780.0,University of Illinois Abbott Power Plt,IL,T11,Natural Gas Steam Turbine,S,12.5,,,,Other Remaining,,,,,,,,,,,,,
12164,19528,University of Illinois,54780.0,University of Illinois Abbott Power Plt,IL,T12,Natural Gas Steam Turbine,S,7.0,,,,Other Remaining,,,,,,,,,,,,,
12168,19528,University of Illinois,54780.0,University of Illinois Abbott Power Plt,IL,T6,Natural Gas Steam Turbine,S,7.5,,,,Other Remaining,,,,,,,,,,,,,
12169,19528,University of Illinois,54780.0,University of Illinois Abbott Power Plt,IL,T7,Natural Gas Steam Turbine,S,7.5,,,,Other Remaining,,,,,,,,,,,,,
12323,50021,Neenah Paper Michigan Inc.,54867.0,Neenah Paper Munising Mill,MI,M387,Conventional Steam Coal,S,6.2,,,,,,,,,,,,,,,,,
12640,3593,"Choctaw Generation L.P, L.L.L.P.",55076.0,Red Hills Generating Facility,MS,RHGF,Conventional Steam Coal,W,513.7,,,,Other Remaining,2030.0,,,S E Choctaw LLC,1.0,,,,,,,,
13545,19545,"Black Hills Power, Inc. d/b/a",55479.0,Wygen 1,WY,0001,Conventional Steam Coal,J,90.0,,,,,,,,Municipal Energy Agency of NE,0.235,Black Hills Wyoming Inc,0.765,,,,,,
13856,16233,Heorot Power Management,55749.0,Hardin Generator Project,MT,UNT1,Conventional Steam Coal,S,115.7,,,,2020 Vulnerable,2020.0,,,,,,,,,,,,
13941,15330,Prairie State Generating Co LLC,55856.0,Prairie State Generating Station,IL,PC1,Conventional Steam Coal,J,883.0,,,,2025 Vulnerable,2030.0,,,Indiana Municipal Power Agency,0.1264,Illinois Municipal Elec Agency,0.1517,Missouri Jnt Muni.Pwr Elec. Ut. Comm.,0.1233,"American Mun Power-Ohio, Inc",0.2326,,
13942,15330,Prairie State Generating Co LLC,55856.0,Prairie State Generating Station,IL,PC2,Conventional Steam Coal,J,883.0,,,,2025 Vulnerable,2030.0,,,Indiana Municipal Power Agency,0.1264,Illinois Municipal Elec Agency,0.1517,Missouri Jnt Muni.Pwr Elec. Ut. Comm.,0.1233,"American Mun Power-Ohio, Inc",0.2326,,
14161,20847,Wisconsin Electric Power Co,56068.0,Elm Road Generating Station,WI,1,Conventional Steam Coal,J,701.3,,,,Other Remaining,,,,We Power,0.8334,,,,,,,,
14162,20847,Wisconsin Electric Power Co,56068.0,Elm Road Generating Station,WI,2,Conventional Steam Coal,J,701.3,,,,Other Remaining,,,,We Power,0.8334,,,,,,,,
14284,49805,Kennecott Utah Copper,56163.0,Kennecott Power Plant,UT,4,Conventional Steam Coal,S,82.0,,,,,,,,,,,,,,,,,
14367,49896,"Newmont Nevada Energy Investment, LLC",56224.0,TS Power Plant,NV,001,Conventional Steam Coal,S,242.0,,,,,,,,,,,,,,,,,
14533,19545,"Black Hills Power, Inc. d/b/a",56319.0,Wygen 2,WY,0001,Conventional Steam Coal,W,95.0,,,,,,,,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,1.0,,,,,,,,
14715,58905,NRG Energy Services - Plum Point,56456.0,Plum Point Energy Station,AR,STG1,Conventional Steam Coal,J,720.0,,,,Other Remaining,,1.0,-32.0,Missouri Joint Municipal Power Electric,0.2211,Plum Point Energy Associates LLC,0.5685,,,,,,
14975,17698,Southwestern Electric Power Co,56564.0,John W Turk Jr Power Plant,AR,1,Conventional Steam Coal,J,609.0,,,,Other Remaining,,8.0,-31.0,Arkansas Electric Coop Corp,0.117,Southwestern Electric Power Co,0.733,,,,,,
15010,19545,"Black Hills Power, Inc. d/b/a",56596.0,Wygen III,WY,5,Conventional Steam Coal,J,116.0,,,,Other Remaining,,,,Montana-Dakota Utilities Co,0.25,"Black Hills Power, Inc. d/b/a",0.52,City Of Gillette,0.23,,,,
